,Accuracy,Algorithem,Precision,Recall,Specificty,_TestFold,_ValFold
57,0.5314685314685315,SVM(RBF),1.0,0.0,1.0,2.0,1.0
58,0.7132867132867133,"SVM(poly, degree=2)",0.76,0.5671641791044776,0.8421052631578947,2.0,1.0
59,0.5314685314685315,SVM(sigmoid),1.0,0.0,1.0,2.0,1.0
60,0.7605633802816901,SVM(linear),0.7441860465116279,0.5818181818181818,0.8735632183908046,2.0,2.0
61,0.6619718309859155,LinearSVC,1.0,0.12727272727272726,1.0,2.0,2.0
62,0.6126760563380281,SVM(RBF),1.0,0.0,1.0,2.0,2.0
63,0.7112676056338029,"SVM(poly, degree=2)",0.64,0.5818181818181818,0.7931034482758621,2.0,2.0
64,0.6126760563380281,SVM(sigmoid),1.0,0.0,1.0,2.0,2.0
65,0.8309859154929577,SVM(linear),0.7755102040816326,0.7450980392156863,0.8791208791208791,2.0,3.0
66,0.6901408450704225,LinearSVC,0.5443037974683544,0.8431372549019608,0.6043956043956044,2.0,3.0
67,0.6408450704225352,SVM(RBF),1.0,0.0,1.0,2.0,3.0
68,0.7605633802816901,"SVM(poly, degree=2)",0.660377358490566,0.6862745098039216,0.8021978021978022,2.0,3.0
69,0.6408450704225352,SVM(sigmoid),1.0,0.0,1.0,2.0,3.0
70,0.7816901408450704,SVM(linear),0.673469387755102,0.6875,0.8297872340425532,2.0,4.0
71,0.7746478873239436,LinearSVC,0.66,0.6875,0.8191489361702128,2.0,4.0
72,0.6619718309859155,SVM(RBF),1.0,0.0,1.0,2.0,4.0
73,0.8028169014084507,"SVM(poly, degree=2)",0.717391304347826,0.6875,0.8617021276595744,2.0,4.0
74,0.6619718309859155,SVM(sigmoid),1.0,0.0,1.0,2.0,4.0
75,0.8181818181818182,SVM(linear),0.7407407407407407,0.7692307692307693,0.8461538461538461,3.0,0.0
76,0.6293706293706294,LinearSVC,0.0,0.0,0.989010989010989,3.0,0.0
77,0.6363636363636364,SVM(RBF),1.0,0.0,1.0,3.0,0.0
78,0.7762237762237763,"SVM(poly, degree=2)",0.717391304347826,0.6346153846153846,0.8571428571428571,3.0,0.0
79,0.6363636363636364,SVM(sigmoid),1.0,0.0,1.0,3.0,0.0
80,0.7342657342657343,SVM(linear),0.7543859649122807,0.6417910447761194,0.8157894736842105,3.0,1.0
81,0.6503496503496503,LinearSVC,0.7575757575757576,0.373134328358209,0.8947368421052632,3.0,1.0
82,0.5314685314685315,SVM(RBF),1.0,0.0,1.0,3.0,1.0
83,0.7062937062937062,"SVM(poly, degree=2)",0.7358490566037735,0.582089552238806,0.8157894736842105,3.0,1.0
84,0.5314685314685315,SVM(sigmoid),1.0,0.0,1.0,3.0,1.0
85,0.7605633802816901,SVM(linear),0.7142857142857143,0.6363636363636364,0.8390804597701149,3.0,2.0
86,0.6619718309859155,LinearSVC,0.7692307692307693,0.18181818181818182,0.9655172413793104,3.0,2.0
87,0.6126760563380281,SVM(RBF),1.0,0.0,1.0,3.0,2.0
88,0.7394366197183099,"SVM(poly, degree=2)",0.6551724137931034,0.6909090909090909,0.7701149425287356,3.0,2.0
89,0.6126760563380281,SVM(sigmoid),1.0,0.0,1.0,3.0,2.0
90,0.8450704225352113,SVM(linear),0.8048780487804879,0.7021276595744681,0.9157894736842105,3.0,3.0
91,0.6830985915492958,LinearSVC,0.6666666666666666,0.0851063829787234,0.9789473684210527,3.0,3.0
92,0.6690140845070423,SVM(RBF),1.0,0.0,1.0,3.0,3.0
93,0.8028169014084507,"SVM(poly, degree=2)",0.7209302325581395,0.6595744680851063,0.8736842105263158,3.0,3.0
94,0.6690140845070423,SVM(sigmoid),1.0,0.0,1.0,3.0,3.0
95,0.7887323943661971,SVM(linear),0.6875,0.6875,0.8404255319148937,3.0,4.0
96,0.49295774647887325,LinearSVC,0.39090909090909093,0.8958333333333334,0.2872340425531915,3.0,4.0
97,0.6619718309859155,SVM(RBF),1.0,0.0,1.0,3.0,4.0
98,0.7535211267605634,"SVM(poly, degree=2)",0.6274509803921569,0.6666666666666666,0.7978723404255319,3.0,4.0
99,0.6619718309859155,SVM(sigmoid),1.0,0.0,1.0,3.0,4.0
100,0.8251748251748252,SVM(linear),0.7454545454545455,0.7884615384615384,0.8461538461538461,4.0,0.0
101,0.8111888111888111,LinearSVC,0.7551020408163265,0.7115384615384616,0.8681318681318682,4.0,0.0
102,0.6363636363636364,SVM(RBF),1.0,0.0,1.0,4.0,0.0
103,0.8111888111888111,"SVM(poly, degree=2)",0.7450980392156863,0.7307692307692307,0.8571428571428571,4.0,0.0
104,0.6363636363636364,SVM(sigmoid),1.0,0.0,1.0,4.0,0.0
105,0.7342657342657343,SVM(linear),0.7543859649122807,0.6417910447761194,0.8157894736842105,4.0,1.0
106,0.7202797202797203,LinearSVC,0.7547169811320755,0.5970149253731343,0.8289473684210527,4.0,1.0
107,0.5314685314685315,SVM(RBF),1.0,0.0,1.0,4.0,1.0
108,0.6923076923076923,"SVM(poly, degree=2)",0.7254901960784313,0.5522388059701493,0.8157894736842105,4.0,1.0
109,0.5314685314685315,SVM(sigmoid),1.0,0.0,1.0,4.0,1.0
110,0.7746478873239436,SVM(linear),0.7346938775510204,0.6545454545454545,0.8505747126436781,4.0,2.0
111,0.7112676056338029,LinearSVC,0.6458333333333334,0.5636363636363636,0.8045977011494253,4.0,2.0
112,0.6126760563380281,SVM(RBF),1.0,0.0,1.0,4.0,2.0
113,0.7323943661971831,"SVM(poly, degree=2)",0.6491228070175439,0.6727272727272727,0.7701149425287356,4.0,2.0
114,0.6126760563380281,SVM(sigmoid),1.0,0.0,1.0,4.0,2.0
115,0.8098591549295775,SVM(linear),0.8333333333333334,0.6363636363636364,0.9195402298850575,4.0,3.0
116,0.7112676056338029,LinearSVC,0.75,0.38181818181818183,0.9195402298850575,4.0,3.0
117,0.6126760563380281,SVM(RBF),1.0,0.0,1.0,4.0,3.0
118,0.7676056338028169,"SVM(poly, degree=2)",0.72,0.6545454545454545,0.8390804597701149,4.0,3.0
119,0.6126760563380281,SVM(sigmoid),1.0,0.0,1.0,4.0,3.0
120,0.8028169014084507,SVM(linear),0.8085106382978723,0.6666666666666666,0.8941176470588236,4.0,4.0
121,0.7676056338028169,LinearSVC,0.6578947368421053,0.8771929824561403,0.6941176470588235,4.0,4.0
122,0.5985915492957746,SVM(RBF),1.0,0.0,1.0,4.0,4.0
123,0.7535211267605634,"SVM(poly, degree=2)",0.7291666666666666,0.6140350877192983,0.8470588235294118,4.0,4.0
124,0.5985915492957746,SVM(sigmoid),1.0,0.0,1.0,4.0,4.0
