,Accuracy,Algorithem,Precision,Recall,Specificty,_TestFold,_ValFold
60,0.8181818181818182,SVM(linear),0.7407407407407407,0.7692307692307693,0.8461538461538461,3.0,0.0
61,0.7342657342657343,LinearSVC,0.6521739130434783,0.5769230769230769,0.8241758241758241,3.0,0.0
62,0.6363636363636364,SVM(RBF),1.0,0.0,1.0,3.0,0.0
63,0.6363636363636364,SVM(sigmoid),1.0,0.0,1.0,3.0,0.0
64,0.7342657342657343,SVM(linear),0.7543859649122807,0.6417910447761194,0.8157894736842105,3.0,1.0
65,0.5664335664335665,LinearSVC,0.631578947368421,0.1791044776119403,0.9078947368421053,3.0,1.0
66,0.5314685314685315,SVM(RBF),1.0,0.0,1.0,3.0,1.0
67,0.5314685314685315,SVM(sigmoid),1.0,0.0,1.0,3.0,1.0
68,0.7605633802816901,SVM(linear),0.7142857142857143,0.6363636363636364,0.8390804597701149,3.0,2.0
69,0.4859154929577465,LinearSVC,0.4262295081967213,0.9454545454545454,0.19540229885057472,3.0,2.0
70,0.6126760563380281,SVM(RBF),1.0,0.0,1.0,3.0,2.0
71,0.6126760563380281,SVM(sigmoid),1.0,0.0,1.0,3.0,2.0
72,0.8450704225352113,SVM(linear),0.8048780487804879,0.7021276595744681,0.9157894736842105,3.0,3.0
73,0.3380281690140845,LinearSVC,0.3333333333333333,1.0,0.010526315789473684,3.0,3.0
74,0.6690140845070423,SVM(RBF),1.0,0.0,1.0,3.0,3.0
75,0.6690140845070423,SVM(sigmoid),1.0,0.0,1.0,3.0,3.0
76,0.7887323943661971,SVM(linear),0.6875,0.6875,0.8404255319148937,3.0,4.0
77,0.7323943661971831,LinearSVC,0.9166666666666666,0.22916666666666666,0.9893617021276596,3.0,4.0
78,0.6619718309859155,SVM(RBF),1.0,0.0,1.0,3.0,4.0
79,0.6619718309859155,SVM(sigmoid),1.0,0.0,1.0,3.0,4.0
80,0.8251748251748252,SVM(linear),0.7454545454545455,0.7884615384615384,0.8461538461538461,4.0,0.0
81,0.8111888111888111,LinearSVC,0.7450980392156863,0.7307692307692307,0.8571428571428571,4.0,0.0
82,0.6363636363636364,SVM(RBF),1.0,0.0,1.0,4.0,0.0
83,0.6363636363636364,SVM(sigmoid),1.0,0.0,1.0,4.0,0.0
84,0.7342657342657343,SVM(linear),0.7543859649122807,0.6417910447761194,0.8157894736842105,4.0,1.0
85,0.7272727272727273,LinearSVC,0.6842105263157895,0.7761194029850746,0.6842105263157895,4.0,1.0
86,0.5314685314685315,SVM(RBF),1.0,0.0,1.0,4.0,1.0
87,0.5314685314685315,SVM(sigmoid),1.0,0.0,1.0,4.0,1.0
88,0.7746478873239436,SVM(linear),0.7346938775510204,0.6545454545454545,0.8505747126436781,4.0,2.0
89,0.7464788732394366,LinearSVC,0.7714285714285715,0.4909090909090909,0.9080459770114943,4.0,2.0
90,0.6126760563380281,SVM(RBF),1.0,0.0,1.0,4.0,2.0
91,0.6126760563380281,SVM(sigmoid),1.0,0.0,1.0,4.0,2.0
92,0.8098591549295775,SVM(linear),0.8333333333333334,0.6363636363636364,0.9195402298850575,4.0,3.0
93,0.7816901408450704,LinearSVC,0.7608695652173914,0.6363636363636364,0.8735632183908046,4.0,3.0
94,0.6126760563380281,SVM(RBF),1.0,0.0,1.0,4.0,3.0
95,0.6126760563380281,SVM(sigmoid),1.0,0.0,1.0,4.0,3.0
96,0.8028169014084507,SVM(linear),0.8085106382978723,0.6666666666666666,0.8941176470588236,4.0,4.0
97,0.47183098591549294,LinearSVC,0.4307692307692308,0.9824561403508771,0.12941176470588237,4.0,4.0
98,0.5985915492957746,SVM(RBF),1.0,0.0,1.0,4.0,4.0
99,0.5985915492957746,SVM(sigmoid),1.0,0.0,1.0,4.0,4.0
